Region,Scheme,Profit Centre,Offtake #,% of Total Water Delivered,Average Delivery,2023 Water Delivered to Date
Burnett and Lower Mary,Bundaberg,Isis System,DH10023,0.00%,#N/A,#N/A
Central,Lower Fitzroy,Stanwell Pipe,1061231,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,C011003,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C007 BYR,0.00%,#N/A,#N/A
North,Bowen Broken,Eungella Offtakes,E02,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C177 BYR,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,23/066,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,59083,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,47074,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50176,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/142,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/408,0.00%,#N/A,#N/A
North,Burdekin Haughton,Barratta System,BN004R1,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,C232,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0039,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080017,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,134,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,280P,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C256,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C051 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,830,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,47046,0.00%,#N/A,#N/A
North,Bowen Broken,Collinsville Pipe,CSTK003,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,111,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,44543,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B101004,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C063,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B141001,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/390A,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,375P,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/305,0.00%,#N/A,#N/A
North,Bowen Broken,Eungella Offtakes,E04,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080008,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C528,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/426B,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1129,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,151832,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,700,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,74061,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G063002,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C028 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C119 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,C044,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/326,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,C114,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,DHM0009,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,150,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C458,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D25,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C172 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,DH21002,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D08,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C159 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0053,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G084001,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,884,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C015 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C087,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,130604,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,580,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47395,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C320,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,C374,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C589,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/425,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,560,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B070005,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C092,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,59026,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,GGM0001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BE30003,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,C145,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,45000,0.00%,#N/A,#N/A
South,Upper Condamine Supply,Condamine River,08457r1,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,622,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/078,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,C10001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C060 BYR,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,34/515,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C113,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,CMC0062,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1056,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,251,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,55058A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0054,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,153,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/002A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,C040001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C006 BYR,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D34,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0020,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,23/045,0.00%,#N/A,#N/A
North,Bowen Broken,Eungella Offtakes,E15,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G121001,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/086A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B024009,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C079 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,655,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/119,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D22,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010021,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,527,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,86,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50204,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,366,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,605,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,267,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C029 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,484,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,108,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,607,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,5809,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,127,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C524,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,BEM0027,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/155,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C228,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M10013,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,C646,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0050,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G100006,0.00%,#N/A,#N/A
Central,Nogoa Mackenzie,Blackwater Pipe,BLA113,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/247,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B100006,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,237,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,896,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,372P,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D39,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B131001,0.00%,#N/A,#N/A
North,Burdekin Haughton,Clare System,CA107W3,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C178 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,264,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,67,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,751,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,447,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/165A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,7514,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,23/040,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,34/508,0.00%,#N/A,#N/A
Central,Nogoa Mackenzie,Nogoa River,M125,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,968,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,205,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,59082,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C023 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G083002,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,DH10002,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,62274,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,C293,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,490,0.00%,#N/A,#N/A
North,Burdekin Haughton,Barratta System,BMP31W2,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,C21001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BEM0006,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,74142,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C068 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B023001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B140006,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,327,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,473,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G075003,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,254,0.00%,#N/A,#N/A
North,Bowen Broken,Eungella Offtakes,E16,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/128A,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D37,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,126,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C142,0.00%,#N/A,#N/A
North,Burdekin Haughton,Millaroo System,MA003W1,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/006,0.00%,#N/A,#N/A
North,Bowen Broken,Bowen River,48946,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,41642,0.00%,#N/A,#N/A
Central,Eton,Eton River -M&P,22/551,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,875,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,952,0.00%,#N/A,#N/A
North,Burdekin Haughton,Haughton System,HLAR2,0.00%,#N/A,#N/A
South,Upper Condamine Supply,Condamine River,45966r1,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,156W3,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,BMC0064,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C041 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,GVM0010,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,520,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/139,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/356,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,267P,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,FMD0003,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,IS31002,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,GVM0018,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,101W1,0.00%,#N/A,#N/A
South,Macintyre Brook,Macintyre River,95188-1,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,47020,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0019,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0061,0.00%,#N/A,#N/A
North,Burdekin Haughton,Millaroo System,MA020W2,0.00%,#N/A,#N/A
South,Upper Condamine Supply,Condamine River,97136,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,F010012,0.00%,#N/A,#N/A
Central,Nogoa Mackenzie,Blackwater Pipe,BLA151,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,34/505,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,448,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,966,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/183,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/362,0.00%,#N/A,#N/A
North,Burdekin Haughton,Clare System,CB029W1,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,070P,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/013,0.00%,#N/A,#N/A
North,Burdekin Haughton,Dalbeg System,DB022W1,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/456A,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,236,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,627,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,649,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/180,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/250,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/260,0.00%,#N/A,#N/A
North,Burdekin Haughton,Clare System,CB078W1,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,F090001,0.00%,#N/A,#N/A
South,Macintyre Brook,Macintyre River,IW300,0.00%,#N/A,#N/A
North,Burdekin Haughton,Millaroo System,MA087W1,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080012,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1128,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,71,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,450,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,52245,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,313741,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,25/262,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B020010,0.00%,#N/A,#N/A
South,Macintyre Brook,Macintyre River,IW110,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,685031,0.00%,#N/A,#N/A
North,Burdekin Haughton,Clare System,CB053W1,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/359,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/406,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30478,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,55101,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,C20008,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,52319,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/344,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,AL20001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,IS30004,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G087002,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B160005,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,C080004,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1059,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,23/018,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/338,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,5224,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,23/034,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0015,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,28,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,40,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,41,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,43,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,76,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,106,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,158,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,159,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,245,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,362,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,458,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,459,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,468,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,493,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,507,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,559,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,651,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,961,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,39099,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,52577,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,58109,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/005B,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/365,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/378,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,GMC0021,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,KRM30,0.00%,#N/A,#N/A
South,St George,St George River,LK11,0.00%,#N/A,#N/A
South,St George,St George River,LK3,0.00%,#N/A,#N/A
South,St George,St George River,LK7,0.00%,#N/A,#N/A
North,Burdekin Haughton,Millaroo System,MB075W1,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C487,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,150P,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/324B,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,060P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39220,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,311P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,C080007,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C127,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1160,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,897331,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/179,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/223,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/234,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,25/266,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,47017,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,55268,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/152,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/215,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0020,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,AME0006,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burd Moran Pipe,BMP S&D11,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,DH20007,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,665,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,15933,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,94579,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B141003,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,C10013,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,C191 BYR,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,F032004,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,64,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,919,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,59036,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/086,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/095A,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/106,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/176,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/424A,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,24/185A,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/324A,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,26/369A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7132m,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B100002,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Tarong Pipe,C043 BYR,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,C631,0.00%,#N/A,#N/A
North,Burdekin Haughton,Clare System,CB055W1,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G101001,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,IS30003,0.00%,#N/A,#N/A
South,St George,St George River,JT72,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,130,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,142,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,342,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,824,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,842,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,35555,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,47025,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,107528,0.00%,#N/A,#N/A
South,Cunnamulla,Cunnmulla River,143984,0.00%,#N/A,#N/A
